tag_header,tag_para,tag_formatting,word_count,interacting_span_tag,relative_x_coord,relative_y_coord,relative_listings,relative_hyperlinks,tag_img,src_img_interaction,red_flag_class,tag_table,tag_sup,tag_sup_child,tag_tab_elem,red_flag_id,relative_table_elements,height_width_diff,tag_dl_type,tag_math_type,tag_math_elem,tag_annotation,label,name,attrs
NO,NO,NO,3,NO,0,0,0,0.333333333,NO,NO,NO,NO,NO,NO,NO,NO,0,0,NO,NO,NO,NO,0,li,[]
NO,NO,NO,3,NO,0,0,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,0,NO,NO,NO,NO,0,a,"['/wiki/C._West_Churchman', 'C. West Churchman']"
NO,NO,NO,2,NO,0,0,0,0.5,NO,NO,NO,NO,NO,NO,NO,NO,0,0,NO,NO,NO,NO,0,li,[]
NO,NO,NO,2,NO,0,0,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,0,NO,NO,NO,NO,0,a,"['/wiki/Manfred_Clynes', 'Manfred Clynes']"
NO,NO,NO,2,NO,0,0,0,0.5,NO,NO,NO,NO,NO,NO,NO,NO,0,0,NO,NO,NO,NO,0,li,[]
NO,NO,NO,2,NO,0,0,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,0,NO,NO,NO,NO,0,a,"['/wiki/George_Dantzig', 'George Dantzig']"
NO,NO,NO,3,NO,0,0,0,0.333333333,NO,NO,NO,NO,NO,NO,NO,NO,0,0,NO,NO,NO,NO,0,li,[]
NO,NO,NO,3,NO,0,0,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,0,NO,NO,NO,NO,0,a,"['/wiki/Edsger_W._Dijkstra', 'Edsger W. Dijkstra']"
NO,NO,NO,2,NO,0,0,0,0.5,NO,NO,NO,NO,NO,NO,NO,NO,0,0,NO,NO,NO,NO,0,li,[]
NO,NO,NO,2,NO,0,0,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,0,NO,NO,NO,NO,0,a,"['/wiki/Fred_Emery', 'Fred Emery']"
NO,NO,NO,3,NO,0,0,0,0.333333333,NO,NO,NO,NO,NO,NO,NO,NO,0,0,NO,NO,NO,NO,0,li,[]
NO,NO,NO,3,NO,0,0,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,0,NO,NO,NO,NO,0,a,"['/wiki/Heinz_von_Foerster', 'Heinz von Foerster']"
NO,NO,NO,2,NO,0,0,0,0.5,NO,NO,NO,NO,NO,NO,NO,NO,0,0,NO,NO,NO,NO,0,li,[]
NO,NO,NO,2,NO,0,0,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,0,NO,NO,NO,NO,0,a,"['/wiki/Stephanie_Forrest', 'Stephanie Forrest']"
NO,NO,NO,3,NO,0,0,0,0.333333333,NO,NO,NO,NO,NO,NO,NO,NO,0,0,NO,NO,NO,NO,0,li,[]
NO,NO,NO,3,NO,0,0,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,0,NO,NO,NO,NO,0,a,"['/wiki/Jay_Wright_Forrester', 'Jay Wright Forrester']"
NO,NO,NO,2,NO,0,0,0,0.5,NO,NO,NO,NO,NO,NO,NO,NO,0,0,NO,NO,NO,NO,0,li,[]
NO,NO,NO,2,NO,0,0,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,0,NO,NO,NO,NO,0,a,"['/wiki/Barbara_J._Grosz', 'Barbara J. Grosz']"
NO,NO,NO,3,NO,0,0,0,0.333333333,NO,NO,NO,NO,NO,NO,NO,NO,0,0,NO,NO,NO,NO,0,li,[]
NO,NO,NO,3,NO,0,0,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,0,NO,NO,NO,NO,0,a,"['/wiki/Charles_A._S._Hall', 'Charles A. S. Hall']"
NO,NO,NO,2,NO,0,0,0,0.5,NO,NO,NO,NO,NO,NO,NO,NO,0,0,NO,NO,NO,NO,0,li,[]
NO,NO,NO,2,NO,0,0,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,0,NO,NO,NO,NO,0,a,"['/wiki/Lydia_Kavraki', 'Lydia Kavraki']"
NO,NO,NO,3,NO,0,0,0,0.333333333,NO,NO,NO,NO,NO,NO,NO,NO,0,0,NO,NO,NO,NO,0,li,[]
NO,NO,NO,3,NO,0,0,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,0,NO,NO,NO,NO,0,a,"['/wiki/James_J._Kay', 'James J. Kay']"
NO,NO,NO,3,NO,0,0,0,0.333333333,NO,NO,NO,NO,NO,NO,NO,NO,0,0,NO,NO,NO,NO,0,li,[]
NO,NO,NO,3,NO,0,0,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,0,NO,NO,NO,NO,0,a,"['/wiki/Faina_Mihajlovna_Kirillova', 'Faina Mihajlovna Kirillova']"
NO,NO,NO,2,NO,0,0,0,0.5,NO,NO,NO,NO,NO,NO,NO,NO,0,0,NO,NO,NO,NO,0,li,[]
NO,NO,NO,2,NO,0,0,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,0,NO,NO,NO,NO,0,a,"['/wiki/George_Klir', 'George Klir']"
NO,NO,NO,2,NO,0,0,0,0.5,NO,NO,NO,NO,NO,NO,NO,NO,0,0,NO,NO,NO,NO,0,li,[]
NO,NO,NO,2,NO,0,0,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,0,NO,NO,NO,NO,0,a,"['/wiki/Allenna_Leonard', 'Allenna Leonard']"
NO,NO,NO,3,NO,0,0,0,0.333333333,NO,NO,NO,NO,NO,NO,NO,NO,0,0,NO,NO,NO,NO,0,li,[]
NO,NO,NO,3,NO,0,0,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,0,NO,NO,NO,NO,0,a,"['/wiki/Edward_Norton_Lorenz', 'Edward Norton Lorenz']"
NO,NO,NO,2,NO,0,0,0,0.5,NO,NO,NO,NO,NO,NO,NO,NO,0,0,NO,NO,NO,NO,0,li,[]
NO,NO,NO,2,NO,0,0,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,0,NO,NO,NO,NO,0,a,"['/wiki/Niklas_Luhmann', 'Niklas Luhmann']"
NO,NO,NO,2,NO,0,0,0,0.5,NO,NO,NO,NO,NO,NO,NO,NO,0,0,NO,NO,NO,NO,0,li,[]
NO,NO,NO,2,NO,0,0,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,0,NO,NO,NO,NO,0,a,"['/wiki/Humberto_Maturana', 'Humberto Maturana']"
NO,NO,NO,2,NO,0,0,0,0.5,NO,NO,NO,NO,NO,NO,NO,NO,0,0,NO,NO,NO,NO,0,li,[]
NO,NO,NO,2,NO,0,0,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,0,NO,NO,NO,NO,0,a,"['/wiki/Margaret_Mead', 'Margaret Mead']"
NO,NO,NO,2,NO,0,0,0,0.5,NO,NO,NO,NO,NO,NO,NO,NO,0,0,NO,NO,NO,NO,0,li,[]
NO,NO,NO,2,NO,0,0,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,0,NO,NO,NO,NO,0,a,"['/wiki/Donella_Meadows', 'Donella Meadows']"
NO,NO,NO,3,NO,0,0,0,0.333333333,NO,NO,NO,NO,NO,NO,NO,NO,0,0,NO,NO,NO,NO,0,li,[]
NO,NO,NO,3,NO,0,0,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,0,NO,NO,NO,NO,0,a,"['/wiki/Mihajlo_D._Mesarovic', 'Mihajlo D. Mesarovic']"
NO,NO,NO,3,NO,0,0,0,0.333333333,NO,NO,NO,NO,NO,NO,NO,NO,0,0,NO,NO,NO,NO,0,li,[]
NO,NO,NO,3,NO,0,0,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,0,NO,NO,NO,NO,0,a,"['/wiki/James_Grier_Miller', 'James Grier Miller']"
NO,NO,NO,2,NO,0,0,0,0.5,NO,NO,NO,NO,NO,NO,NO,NO,0,0,NO,NO,NO,NO,0,li,[]
NO,NO,NO,2,NO,0,0,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,0,NO,NO,NO,NO,0,a,"['/wiki/Radhika_Nagpal', 'Radhika Nagpal']"
NO,NO,NO,3,NO,0,0,0,0.333333333,NO,NO,NO,NO,NO,NO,NO,NO,0,0,NO,NO,NO,NO,0,li,[]
NO,NO,NO,3,NO,0,0,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,0,NO,NO,NO,NO,0,a,"['/wiki/Howard_T._Odum', 'Howard T. Odum']"
NO,NO,NO,2,NO,0,0,0,0.5,NO,NO,NO,NO,NO,NO,NO,NO,0,0,NO,NO,NO,NO,0,li,[]
NO,NO,NO,2,NO,0,0,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,0,NO,NO,NO,NO,0,a,"['/wiki/Talcott_Parsons', 'Talcott Parsons']"
NO,NO,NO,2,NO,0,0,0,0.5,NO,NO,NO,NO,NO,NO,NO,NO,0,0,NO,NO,NO,NO,0,li,[]
NO,NO,NO,2,NO,0,0,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,0,NO,NO,NO,NO,0,a,"['/wiki/Ilya_Prigogine', 'Ilya Prigogine']"
NO,NO,NO,2,NO,0,0,0,0.5,NO,NO,NO,NO,NO,NO,NO,NO,0,0,NO,NO,NO,NO,0,li,[]
NO,NO,NO,2,NO,0,0,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,0,NO,NO,NO,NO,0,a,"['/wiki/Qian_Xuesen', 'Qian Xuesen']"
NO,NO,NO,2,NO,0,0,0,0.5,NO,NO,NO,NO,NO,NO,NO,NO,0,0,NO,NO,NO,NO,0,li,[]
NO,NO,NO,2,NO,0,0,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,0,NO,NO,NO,NO,0,a,"['/wiki/Anatol_Rapoport', 'Anatol Rapoport']"
NO,NO,NO,2,NO,0,0,0,0.5,NO,NO,NO,NO,NO,NO,NO,NO,0,0,NO,NO,NO,NO,0,li,[]
NO,NO,NO,2,NO,0,0,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,0,NO,NO,NO,NO,0,a,"['/wiki/Peter_Senge', 'Peter Senge']"
NO,NO,NO,2,NO,0,0,0,0.5,NO,NO,NO,NO,NO,NO,NO,NO,0,0,NO,NO,NO,NO,0,li,[]
NO,NO,NO,2,NO,0,0,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,0,NO,NO,NO,NO,0,a,"['/wiki/Claude_Shannon', 'Claude Shannon']"
NO,NO,NO,2,NO,0,0,0,0.5,NO,NO,NO,NO,NO,NO,NO,NO,0,0,NO,NO,NO,NO,0,li,[]
NO,NO,NO,2,NO,0,0,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,0,NO,NO,NO,NO,0,a,"['/wiki/Katia_Sycara', 'Katia Sycara']"
NO,NO,NO,2,NO,0,0,0,0.5,NO,NO,NO,NO,NO,NO,NO,NO,0,0,NO,NO,NO,NO,0,li,[]
NO,NO,NO,2,NO,0,0,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,0,NO,NO,NO,NO,0,a,"['/wiki/Eric_Trist', 'Eric Trist']"
NO,NO,NO,2,NO,0,0,0,0.5,NO,NO,NO,NO,NO,NO,NO,NO,0,0,NO,NO,NO,NO,0,li,[]
NO,NO,NO,2,NO,0,0,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,0,NO,NO,NO,NO,0,a,"['/wiki/Francisco_Varela', 'Francisco Varela']"
NO,NO,NO,3,NO,0,0,0,0.333333333,NO,NO,NO,NO,NO,NO,NO,NO,0,0,NO,NO,NO,NO,0,li,[]
NO,NO,NO,3,NO,0,0,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,0,NO,NO,NO,NO,0,a,"['/wiki/Manuela_M._Veloso', 'Manuela M. Veloso']"
NO,NO,NO,2,NO,0,0,0,0.5,NO,NO,NO,NO,NO,NO,NO,NO,0,0,NO,NO,NO,NO,0,li,[]
NO,NO,NO,2,NO,0,0,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,0,NO,NO,NO,NO,0,a,"['/wiki/Kevin_Warwick', 'Kevin Warwick']"
NO,NO,NO,2,NO,0,0,0,0.5,NO,NO,NO,NO,NO,NO,NO,NO,0,0,NO,NO,NO,NO,0,li,[]
NO,NO,NO,2,NO,0,0,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,0,NO,NO,NO,NO,0,a,"['/wiki/Norbert_Wiener', 'Norbert Wiener']"
NO,NO,NO,2,NO,0,0,0,0.5,NO,NO,NO,NO,NO,NO,NO,NO,0,0,NO,NO,NO,NO,0,li,[]
NO,NO,NO,2,NO,0,0,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,0,NO,NO,NO,NO,0,a,"['/wiki/Jennifer_Wilby', 'Jennifer Wilby']"
NO,NO,NO,2,NO,0,0,0,0.5,NO,NO,NO,NO,NO,NO,NO,NO,0,0,NO,NO,NO,NO,0,li,[]
NO,NO,NO,2,NO,0,0,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,0,NO,NO,NO,NO,0,a,"['/wiki/Anthony_Wilden', 'Anthony Wilden']"
NO,NO,NO,14,NO,0,0,0.214285714,0.214285714,NO,NO,NO,NO,NO,NO,YES,NO,0.142857143,0,NO,NO,NO,NO,0,tr,[]
NO,NO,NO,1,NO,0,0,0,0,NO,NO,YES,NO,NO,NO,YES,NO,0,0,NO,NO,NO,NO,0,th,"['row', ['navbox-group'], 'width:1%']"
NO,NO,NO,13,NO,0,0,0.230769231,0.230769231,NO,NO,YES,NO,NO,NO,YES,NO,0,0,NO,NO,NO,NO,0,td,"[['navbox-list', 'navbox-even'], 'text-align:left;border-left-width:2px;border-left-style:solid;width:100%;padding:0px']"
NO,NO,NO,13,NO,0,0,0.230769231,0.230769231,NO,NO,NO,NO,NO,NO,NO,NO,0,0,NO,NO,NO,NO,0,div,['padding:0em 0.25em']
NO,NO,NO,13,NO,0,0,0.230769231,0.230769231,NO,NO,NO,NO,NO,NO,NO,NO,0,0,NO,NO,NO,NO,0,ul,[]
NO,NO,NO,4,NO,0,0,0,0.25,NO,NO,NO,NO,NO,NO,NO,NO,0,0,NO,NO,NO,NO,0,li,[]
NO,NO,NO,4,NO,0,0,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,0,NO,NO,NO,NO,0,a,"['/wiki/Systems_theory_in_anthropology', 'Systems theory in anthropology']"
NO,NO,NO,4,NO,0,0,0,0.25,NO,NO,NO,NO,NO,NO,NO,NO,0,0,NO,NO,NO,NO,0,li,[]
NO,NO,NO,4,NO,0,0,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,0,NO,NO,NO,NO,0,a,"['/wiki/Systems_theory_in_archaeology', 'Systems theory in archaeology']"
NO,NO,NO,5,NO,0,0,0,0.2,NO,NO,NO,NO,NO,NO,NO,NO,0,0,NO,NO,NO,NO,0,li,[]
NO,NO,NO,5,NO,0,0,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,0,NO,NO,NO,NO,0,a,"['/wiki/Systems_theory_in_political_science', 'Systems theory in political science']"
NO,NO,NO,4,NO,0,0,0.5,0.5,NO,NO,NO,NO,NO,NO,YES,NO,0.5,0,NO,NO,NO,NO,0,tr,[]
NO,NO,NO,1,NO,0,0,0,0,NO,NO,YES,NO,NO,NO,YES,NO,0,0,NO,NO,NO,NO,0,th,"['row', ['navbox-group'], 'width:1%']"
NO,NO,NO,3,NO,0,0,0.666666667,0.666666667,NO,NO,YES,NO,NO,NO,YES,NO,0,0,NO,NO,NO,NO,0,td,"[['navbox-list', 'navbox-odd'], 'text-align:left;border-left-width:2px;border-left-style:solid;width:100%;padding:0px']"
NO,NO,NO,3,NO,0,0,0.666666667,0.666666667,NO,NO,NO,NO,NO,NO,NO,NO,0,0,NO,NO,NO,NO,0,div,['padding:0em 0.25em']
NO,NO,NO,3,NO,0,0,0.666666667,0.666666667,NO,NO,NO,NO,NO,NO,NO,NO,0,0,NO,NO,NO,NO,0,ul,[]
NO,NO,NO,1,NO,0,0,0,1,NO,NO,NO,NO,NO,NO,NO,NO,0,0,NO,NO,NO,NO,0,li,[]
NO,NO,NO,1,NO,0,0,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,0,NO,NO,NO,NO,0,a,"['/wiki/List_of_systems_sciences_organizations', 'List of systems sciences organizations']"
NO,NO,NO,2,NO,0,0,0,0.5,NO,NO,NO,NO,NO,NO,NO,NO,0,0,NO,NO,NO,NO,0,li,[]
NO,NO,NO,2,NO,0,0,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,0,NO,NO,NO,NO,0,a,"['/wiki/Principia_Cybernetica', 'Principia Cybernetica']"
NO,NO,NO,5,NO,0,0,0.6,0.6,NO,NO,NO,NO,NO,NO,YES,NO,0.2,0,NO,NO,NO,NO,0,tr,[]
NO,NO,NO,5,NO,0,0,0.6,0.6,NO,NO,YES,NO,NO,NO,YES,NO,0,0,NO,NO,NO,NO,0,td,"[['navbox-abovebelow'], '2']"
NO,NO,NO,5,NO,0,0,0.6,0.6,NO,NO,NO,NO,NO,NO,NO,NO,0,0,NO,NO,NO,NO,0,div,[]
NO,NO,NO,5,NO,0,0,0.6,0.6,NO,NO,NO,NO,NO,NO,NO,NO,0,0,NO,NO,NO,NO,0,ul,[]
NO,NO,NO,1,NO,0,0,0,1,NO,NO,NO,NO,NO,NO,NO,NO,0,0,NO,NO,NO,NO,0,li,[]
NO,NO,NO,0,NO,0,0,nan,nan,YES,YES,NO,NO,NO,NO,NO,NO,nan,0,NO,NO,NO,NO,0,img,"['Category', '//upload.wikimedia.org/wikipedia/en/thumb/4/48/Folder_Hexagonal_Icon.svg/16px-Folder_Hexagonal_Icon.svg.png', 'async', 'Category', '16', '14', '//upload.wikimedia.org/wikipedia/en/thumb/4/48/Folder_Hexagonal_Icon.svg/24px-Folder_Hexagonal_Icon.svg.png 1.5x, //upload.wikimedia.org/wikipedia/en/thumb/4/48/Folder_Hexagonal_Icon.svg/32px-Folder_Hexagonal_Icon.svg.png 2x', '36', '31']"
NO,NO,YES,1,NO,0,0,0,1,NO,NO,NO,NO,NO,NO,NO,NO,0,0,NO,NO,NO,NO,0,b,[]
NO,NO,NO,1,NO,0,0,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,0,NO,NO,NO,NO,0,a,"['/wiki/Category:Systems_science', 'Category:Systems science']"
NO,NO,NO,1,NO,0,0,0,1,NO,NO,NO,NO,NO,NO,NO,NO,0,0,NO,NO,NO,NO,0,li,[]
NO,NO,NO,0,NO,0,0,nan,nan,YES,YES,NO,NO,NO,NO,NO,NO,nan,0,NO,NO,NO,NO,0,img,"['Portal', '//upload.wikimedia.org/wikipedia/en/thumb/f/fd/Portal-puzzle.svg/16px-Portal-puzzle.svg.png', 'async', 'Portal', '16', '14', '//upload.wikimedia.org/wikipedia/en/thumb/f/fd/Portal-puzzle.svg/24px-Portal-puzzle.svg.png 1.5x, //upload.wikimedia.org/wikipedia/en/thumb/f/fd/Portal-puzzle.svg/32px-Portal-puzzle.svg.png 2x', '32', '28']"
NO,NO,YES,1,NO,0,0,0,1,NO,NO,NO,NO,NO,NO,NO,NO,0,0,NO,NO,NO,NO,0,b,[]
NO,NO,NO,1,NO,0,0,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,0,NO,NO,NO,NO,0,a,"['/wiki/Portal:Systems_science', 'Portal:Systems science']"
NO,NO,NO,1,NO,0,0,0,1,NO,NO,NO,NO,NO,NO,NO,NO,0,0,NO,NO,NO,NO,0,li,[]
NO,NO,NO,0,NO,0,0,nan,nan,YES,YES,NO,NO,NO,NO,NO,NO,nan,0,NO,NO,NO,NO,0,img,"['Commons page', '//upload.wikimedia.org/wikipedia/en/thumb/4/4a/Commons-logo.svg/12px-Commons-logo.svg.png', 'async', 'Commons page', '12', '16', '//upload.wikimedia.org/wikipedia/en/thumb/4/4a/Commons-logo.svg/18px-Commons-logo.svg.png 1.5x, //upload.wikimedia.org/wikipedia/en/thumb/4/4a/Commons-logo.svg/24px-Commons-logo.svg.png 2x', '1024', '1376']"
NO,NO,YES,1,NO,0,0,0,1,NO,NO,NO,NO,NO,NO,NO,NO,0,0,NO,NO,NO,NO,0,b,[]
NO,NO,NO,1,NO,0,0,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,0,NO,NO,NO,NO,0,a,"['https://commons.wikimedia.org/wiki/Category:Systems_theory', ['extiw'], 'commons:Category:Systems theory']"
NO,NO,NO,56,NO,0.184336019,0.991424058,0.464285714,0.517857143,NO,NO,YES,NO,NO,NO,NO,NO,0.25,-1009.349976,NO,NO,NO,NO,0,div,"['navigation', ['navbox'], 'Flight_instruments', 'padding:3px']"
NO,NO,NO,56,NO,0.188004398,0.991543593,0.464285714,0.517857143,NO,NO,YES,YES,NO,NO,NO,NO,0.25,-1009.349991,NO,NO,NO,NO,0,table,"[['nowraplinks', 'collapsible', 'autocollapse', 'navbox-inner'], 'border-spacing:0;background:transparent;color:inherit']"
NO,NO,NO,56,NO,0.188004398,0.991543593,0.464285714,0.517857143,NO,NO,NO,YES,NO,NO,NO,NO,0.25,-1009.349991,NO,NO,NO,NO,0,tbody,[]
NO,NO,NO,2,NO,0.188004398,0.991543593,1.5,2,NO,NO,NO,NO,NO,NO,YES,NO,0.5,-1009.349991,NO,NO,NO,NO,0,tr,[]
NO,NO,NO,2,NO,0.188004398,0.991543593,1.5,2,NO,NO,YES,NO,NO,NO,YES,NO,0,-1009.349991,NO,NO,NO,NO,0,th,"['col', ['navbox-title'], '2']"
NO,NO,NO,1,NO,0.199009533,0.991702973,3,3,NO,NO,NO,NO,NO,NO,NO,NO,0,-17.11665344,NO,NO,NO,NO,0,div,"[['plainlinks', 'hlist', 'navbar', 'mini']]"
NO,NO,NO,1,NO,0.199009533,0.991782663,3,3,NO,NO,NO,NO,NO,NO,NO,NO,0,-22,NO,NO,NO,NO,0,ul,[]
NO,NO,NO,1,NO,0.199009533,0.991782663,0,1,NO,NO,NO,NO,NO,NO,NO,NO,0,-1.050003052,NO,NO,NO,NO,0,li,[['nv-view']]
NO,NO,NO,1,NO,0.199009533,0.991782663,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,6.816665649,NO,NO,NO,NO,0,a,"['/wiki/Template:Flight_instruments', 'Template:Flight instruments']"
NO,NO,NO,1,NO,0.199009533,0.991782663,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,6.816665649,NO,NO,NO,NO,0,abbr,"['View this template', ';;background:none transparent;border:none;-moz-box-shadow:none;-webkit-box-shadow:none;box-shadow:none; padding:0;']"
NO,NO,NO,1,NO,0.212765953,0.991782663,0,1,NO,NO,NO,NO,NO,NO,NO,NO,0,-0.516677856,NO,NO,NO,NO,0,li,[['nv-talk']]
NO,NO,NO,1,NO,0.212765953,0.991782663,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,7.349990845,NO,NO,NO,NO,0,a,"['/wiki/Template_talk:Flight_instruments', 'Template talk:Flight instruments']"
NO,NO,NO,1,NO,0.212765953,0.991782663,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,7.349990845,NO,NO,NO,NO,0,abbr,"['Discuss this template', ';;background:none transparent;border:none;-moz-box-shadow:none;-webkit-box-shadow:none;box-shadow:none; padding:0;']"
NO,NO,NO,1,NO,0.225605277,0.991782663,0,1,NO,NO,NO,NO,NO,NO,NO,NO,0,6.766662598,NO,NO,NO,NO,0,li,[['nv-edit']]
NO,NO,NO,1,NO,0.225605277,0.991782663,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,6.766662598,NO,NO,NO,NO,0,a,"[['external', 'text'], '//en.wikipedia.org/w/index.php?title=Template:Flight_instruments&action=edit']"
NO,NO,NO,1,NO,0.225605277,0.991782663,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,6.766662598,NO,NO,NO,NO,0,abbr,"['Edit this template', ';;background:none transparent;border:none;-moz-box-shadow:none;-webkit-box-shadow:none;box-shadow:none; padding:0;']"
NO,NO,NO,2,NO,0.250366832,0.991702973,0,0.5,NO,NO,NO,NO,NO,NO,NO,NO,0,-878.6166382,NO,NO,NO,NO,0,div,"['Flight_instruments', 'font-size:114%;margin:0 4em']"
NO,NO,NO,2,NO,0.605282452,0.991742818,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,-106.3499908,NO,NO,NO,NO,0,a,"['/wiki/Flight_instrument', ['mw-redirect'], 'Flight instrument']"
NO,NO,NO,6,NO,0,0,0.666666667,0.833333333,NO,NO,NO,NO,NO,NO,YES,NO,0.333333333,0,NO,NO,NO,NO,0,tr,[]
NO,NO,NO,1,NO,0,0,0,1,NO,NO,YES,NO,NO,NO,YES,NO,0,0,NO,NO,NO,NO,0,th,"['row', ['navbox-group'], 'width:1%']"
NO,NO,NO,1,NO,0,0,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,0,NO,NO,NO,NO,0,a,"['/wiki/Pitot-static_system', 'Pitot-static system']"
NO,NO,NO,5,NO,0,0,0.8,0.8,NO,NO,YES,NO,NO,NO,YES,NO,0,0,NO,NO,NO,NO,0,td,"[['navbox-list', 'navbox-odd', 'hlist'], 'text-align:left;border-left-width:2px;border-left-style:solid;width:100%;padding:0px']"
NO,NO,NO,5,NO,0,0,0.8,0.8,NO,NO,NO,NO,NO,NO,NO,NO,0,0,NO,NO,NO,NO,0,div,['padding:0em 0.25em']
NO,NO,NO,5,NO,0,0,0.8,0.8,NO,NO,NO,NO,NO,NO,NO,NO,0,0,NO,NO,NO,NO,0,ul,[]
NO,NO,NO,1,NO,0,0,0,1,NO,NO,NO,NO,NO,NO,NO,NO,0,0,NO,NO,NO,NO,0,li,[]
NO,NO,NO,1,NO,0,0,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,0,NO,NO,NO,NO,0,a,"['/wiki/Altimeter', 'Altimeter']"
NO,NO,NO,2,NO,0,0,0,0.5,NO,NO,NO,NO,NO,NO,NO,NO,0,0,NO,NO,NO,NO,0,li,[]
NO,NO,NO,2,NO,0,0,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,0,NO,NO,NO,NO,0,a,"['/wiki/Airspeed_indicator', 'Airspeed indicator']"
NO,NO,NO,1,NO,0,0,0,1,NO,NO,NO,NO,NO,NO,NO,NO,0,0,NO,NO,NO,NO,0,li,[]
NO,NO,NO,1,NO,0,0,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,0,NO,NO,NO,NO,0,a,"['/wiki/Machmeter', 'Machmeter']"
NO,NO,NO,1,NO,0,0,0,1,NO,NO,NO,NO,NO,NO,NO,NO,0,0,NO,NO,NO,NO,0,li,[]
NO,NO,NO,1,NO,0,0,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,0,NO,NO,NO,NO,0,a,"['/wiki/Variometer', 'Variometer']"
NO,NO,NO,16,NO,0,0,0.375,0.4375,NO,NO,NO,NO,NO,NO,YES,NO,0.125,0,NO,NO,NO,NO,0,tr,[]
NO,NO,NO,1,NO,0,0,0,1,NO,NO,YES,NO,NO,NO,YES,NO,0,0,NO,NO,NO,NO,0,th,"['row', ['navbox-group'], 'width:1%']"
NO,NO,NO,1,NO,0,0,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,0,NO,NO,NO,NO,0,a,"['/wiki/Gyroscope', 'Gyroscope']"
NO,NO,NO,15,NO,0,0,0.4,0.4,NO,NO,YES,NO,NO,NO,YES,NO,0,0,NO,NO,NO,NO,0,td,"[['navbox-list', 'navbox-even', 'hlist'], 'text-align:left;border-left-width:2px;border-left-style:solid;width:100%;padding:0px']"
NO,NO,NO,15,NO,0,0,0.4,0.4,NO,NO,NO,NO,NO,NO,NO,NO,0,0,NO,NO,NO,NO,0,div,['padding:0em 0.25em']
